age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
38,blue-collar,married,basic.6y,no,yes,no,telephone,jul,wed,226,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
42,self-employed,married,university.degree,no,yes,no,telephone,may,mon,1002,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191
33,admin.,married,university.degree,no,no,no,telephone,jun,tue,286,2,0,nonexistent,-1.7,94.055,-39.8,0.761,4991.6
38,blue-collar,single,high.school,no,no,no,cellular,mar,wed,141,1,1,failure,-1.8,93.369,-34.8,0.655,5008.7
52,management,divorced,university.degree,no,no,no,cellular,nov,mon,578,1,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
44,technician,single,professional.course,no,yes,no,cellular,aug,fri,95,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
38,technician,single,high.school,no,no,no,telephone,may,wed,152,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
24,services,single,high.school,no,yes,no,telephone,jun,wed,453,1,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
32,technician,single,professional.course,no,yes,yes,cellular,jul,thu,234,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
32,services,married,high.school,no,no,no,telephone,may,tue,162,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50,admin.,married,university.degree,no,yes,no,cellular,apr,fri,160,1,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1
40,services,divorced,high.school,no,no,no,telephone,jun,fri,155,2,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
47,blue-collar,married,basic.6y,no,yes,yes,telephone,may,thu,93,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191
33,admin.,single,high.school,no,yes,no,cellular,aug,tue,167,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
27,admin.,single,high.school,no,yes,no,cellular,jul,mon,112,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
35,management,married,high.school,no,yes,no,telephone,nov,tue,159,1,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
49,admin.,married,basic.4y,no,yes,no,cellular,may,wed,43,3,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
40,admin.,divorced,university.degree,no,no,no,telephone,jul,wed,192,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
47,admin.,married,university.degree,no,no,no,cellular,aug,wed,470,1,2,success,-1.7,94.027,-38.3,0.9,4991.6
33,management,married,university.degree,no,no,no,cellular,aug,mon,191,3,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
40,admin.,single,high.school,no,no,no,telephone,jun,fri,97,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
46,technician,divorced,professional.course,no,yes,no,cellular,jul,tue,387,5,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
38,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,221,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191
47,services,divorced,high.school,no,no,no,telephone,may,wed,421,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
59,admin.,married,professional.course,no,yes,yes,cellular,aug,fri,1241,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
35,services,married,basic.9y,no,no,yes,telephone,jun,thu,98,1,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
29,admin.,single,university.degree,no,yes,no,cellular,aug,tue,112,5,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
50,management,married,professional.course,no,yes,no,cellular,nov,fri,381,1,1,failure,-0.1,93.2,-42,4.021,5195.8
39,management,divorced,university.degree,no,yes,no,cellular,nov,thu,10,6,1,failure,-0.1,93.2,-42,4.076,5195.8
32,admin.,single,professional.course,no,no,yes,cellular,may,fri,6,4,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
31,technician,married,university.degree,no,no,yes,telephone,may,wed,125,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191
24,services,married,high.school,no,yes,no,telephone,jun,mon,298,6,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
22,services,single,high.school,no,yes,no,telephone,jun,mon,94,2,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
28,self-employed,single,university.degree,no,no,no,cellular,jun,mon,373,2,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2
41,admin.,married,basic.9y,no,yes,no,telephone,jul,wed,120,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
53,admin.,divorced,university.degree,no,yes,no,cellular,mar,thu,228,1,1,failure,-1.8,93.369,-34.8,0.65,5008.7
62,management,divorced,high.school,no,no,no,cellular,aug,mon,405,1,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2
28,admin.,divorced,university.degree,no,yes,no,cellular,may,thu,1148,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
29,blue-collar,single,basic.6y,no,no,no,telephone,nov,fri,69,2,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
39,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,tue,182,6,0,nonexistent,1.1,93.994,-36.4,4.856,5191
60,admin.,married,professional.course,no,yes,no,cellular,apr,thu,571,1,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
33,technician,married,professional.course,no,yes,no,telephone,may,mon,390,3,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
32,blue-collar,married,basic.6y,no,no,yes,cellular,nov,wed,188,2,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
49,self-employed,married,professional.course,no,yes,no,telephone,may,tue,214,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
31,admin.,married,high.school,no,no,no,telephone,may,wed,469,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191
27,housemaid,married,high.school,no,yes,no,cellular,jul,fri,189,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
38,services,married,high.school,no,no,no,cellular,apr,tue,186,2,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1
31,admin.,married,university.degree,no,no,no,cellular,aug,thu,112,3,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
40,management,single,high.school,no,no,no,cellular,jul,wed,94,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
28,admin.,married,high.school,no,yes,no,cellular,nov,tue,254,5,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5
56,admin.,married,high.school,no,no,no,cellular,sep,thu,276,1,0,nonexistent,-3.4,92.379,-29.8,0.778,5017.5
35,admin.,single,university.degree,no,no,no,cellular,jul,fri,330,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
56,management,married,basic.9y,no,yes,yes,cellular,nov,fri,62,2,1,failure,-0.1,93.2,-42,4.021,5195.8
35,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,536,2,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
46,admin.,divorced,basic.9y,no,yes,no,cellular,may,fri,275,1,1,failure,-1.8,92.893,-46.2,1.313,5099.1
32,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,230,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
56,housemaid,divorced,basic.4y,no,yes,no,cellular,nov,thu,212,1,1,failure,-0.1,93.2,-42,4.076,5195.8
39,technician,single,professional.course,no,no,no,cellular,jul,mon,617,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
50,management,single,university.degree,no,yes,no,telephone,may,fri,184,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191
43,unemployed,divorced,basic.9y,no,no,no,cellular,jul,mon,398,7,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
52,retired,married,high.school,no,yes,no,cellular,aug,fri,293,3,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
59,technician,married,university.degree,no,no,no,cellular,aug,wed,119,4,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2
27,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,259,1,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
33,unemployed,married,basic.9y,no,yes,no,telephone,nov,wed,41,1,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
25,services,single,high.school,no,no,no,cellular,oct,mon,79,1,2,failure,-1.1,94.601,-49.5,0.977,4963.6
47,housemaid,married,professional.course,no,yes,yes,telephone,jun,mon,132,5,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
50,services,married,high.school,no,yes,no,cellular,nov,tue,90,1,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
31,admin.,married,university.degree,no,yes,no,cellular,aug,tue,64,6,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
45,services,divorced,basic.4y,no,no,no,cellular,apr,thu,296,1,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
35,technician,married,professional.course,no,yes,no,cellular,sep,thu,390,2,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6
29,technician,married,university.degree,no,no,yes,cellular,aug,wed,80,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
28,admin.,single,university.degree,no,yes,no,telephone,may,thu,393,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191
45,admin.,married,high.school,no,yes,no,cellular,nov,mon,527,1,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
47,technician,single,university.degree,no,no,no,cellular,apr,fri,115,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
41,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,92,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
42,management,married,high.school,no,no,no,cellular,aug,wed,588,3,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
32,technician,single,university.degree,no,yes,no,cellular,aug,tue,645,4,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
32,blue-collar,married,basic.6y,no,yes,no,cellular,jul,fri,251,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
33,blue-collar,married,high.school,no,no,no,telephone,may,tue,328,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
34,blue-collar,married,university.degree,no,no,yes,cellular,may,fri,208,4,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
31,admin.,married,university.degree,no,yes,no,cellular,nov,thu,210,2,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
24,admin.,single,university.degree,no,yes,yes,cellular,jun,mon,74,1,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
27,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,284,1,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
37,services,married,high.school,no,yes,no,cellular,may,fri,81,2,1,failure,-1.8,92.893,-46.2,1.25,5099.1
53,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,1221,1,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,704,4,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
56,technician,married,professional.course,no,no,no,cellular,jul,fri,196,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
44,management,married,basic.9y,no,yes,no,cellular,aug,wed,260,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
49,technician,married,professional.course,no,yes,yes,telephone,jul,mon,70,3,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
47,management,married,basic.4y,no,no,yes,telephone,jun,thu,216,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
30,blue-collar,single,basic.6y,no,no,no,cellular,may,fri,92,4,1,failure,-1.8,92.893,-46.2,1.25,5099.1
29,admin.,single,high.school,no,no,no,cellular,may,wed,230,4,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
39,technician,single,professional.course,no,yes,no,telephone,jul,mon,241,3,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
33,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,135,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191
32,technician,married,university.degree,no,no,no,telephone,jun,thu,281,1,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
32,admin.,married,university.degree,no,yes,no,cellular,jul,thu,144,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
52,admin.,divorced,high.school,no,yes,no,cellular,nov,fri,127,2,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
29,admin.,single,university.degree,no,yes,no,cellular,aug,wed,88,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
47,management,married,high.school,no,no,no,cellular,may,wed,282,1,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
23,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,250,4,1,failure,-1.7,94.215,-40.3,0.846,4991.6
59,technician,divorced,basic.4y,no,yes,no,telephone,jun,fri,135,2,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
29,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,16,7,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
74,retired,divorced,high.school,no,yes,yes,telephone,dec,mon,88,6,0,nonexistent,-3,92.713,-33,0.715,5023.5
66,retired,married,basic.4y,no,yes,yes,telephone,nov,thu,1127,1,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5
46,admin.,married,high.school,no,no,no,cellular,nov,mon,504,1,1,failure,-0.1,93.2,-42,4.191,5195.8
46,management,married,university.degree,no,yes,no,cellular,may,thu,293,2,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
28,management,single,university.degree,no,no,no,cellular,jul,fri,292,3,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
34,unemployed,single,university.degree,no,no,no,telephone,jun,mon,409,4,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
45,blue-collar,married,basic.4y,no,no,no,cellular,jul,tue,157,5,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
46,technician,divorced,professional.course,no,no,no,cellular,may,mon,78,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
36,management,married,university.degree,no,no,no,cellular,nov,wed,226,2,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
44,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,107,1,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
30,technician,married,university.degree,no,yes,no,cellular,apr,fri,103,1,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1
48,admin.,divorced,university.degree,no,no,no,cellular,may,tue,1062,3,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
33,services,married,basic.4y,no,no,no,telephone,may,fri,58,1,0,nonexistent,1.1,93.994,-36.4,4.864,5191
40,technician,married,professional.course,no,yes,no,cellular,aug,thu,156,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
37,services,married,high.school,no,no,no,cellular,may,tue,157,4,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
30,technician,single,professional.course,no,yes,no,cellular,aug,mon,191,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
33,management,divorced,university.degree,no,yes,no,cellular,jun,wed,63,1,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
32,technician,single,high.school,no,yes,no,cellular,may,tue,361,2,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
58,retired,divorced,university.degree,no,yes,no,telephone,may,fri,825,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191
42,services,single,high.school,no,no,no,telephone,jun,fri,207,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
46,services,married,basic.9y,no,no,no,cellular,jul,tue,630,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
37,management,married,high.school,no,no,no,cellular,may,fri,292,3,0,nonexistent,-1.8,93.876,-40,0.682,5008.7
37,blue-collar,married,professional.course,no,yes,no,telephone,may,thu,112,3,0,nonexistent,1.1,93.994,-36.4,4.855,5191
46,services,married,basic.9y,no,no,no,cellular,may,wed,984,1,1,failure,-1.8,92.893,-46.2,1.334,5099.1
46,services,married,high.school,no,no,no,cellular,jul,thu,92,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
37,management,married,university.degree,no,no,no,cellular,may,mon,546,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
47,management,married,university.degree,no,no,no,telephone,may,mon,24,12,0,nonexistent,1.1,93.994,-36.4,4.857,5191
36,admin.,married,university.degree,no,no,no,telephone,jun,mon,199,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
32,technician,married,professional.course,no,yes,no,cellular,nov,thu,370,1,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
46,entrepreneur,married,high.school,no,yes,no,cellular,aug,tue,435,5,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
24,student,single,basic.4y,no,yes,yes,telephone,jul,fri,57,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46,unemployed,married,basic.6y,no,yes,no,cellular,nov,thu,113,4,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
35,admin.,single,high.school,no,yes,no,cellular,may,tue,13,5,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
38,self-employed,married,basic.9y,no,no,no,cellular,may,wed,270,4,1,failure,-1.8,92.893,-46.2,1.334,5099.1
38,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,213,1,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
44,management,divorced,university.degree,no,yes,no,telephone,jun,mon,96,8,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
37,unemployed,single,professional.course,no,no,no,telephone,jun,fri,394,2,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
59,retired,married,professional.course,no,no,no,cellular,aug,fri,218,3,1,success,-1.7,94.027,-38.3,0.905,4991.6
30,admin.,single,university.degree,no,yes,no,cellular,aug,tue,386,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
33,technician,single,professional.course,no,no,no,cellular,aug,mon,266,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
41,admin.,married,university.degree,no,yes,yes,telephone,jun,wed,802,3,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
49,admin.,married,university.degree,no,yes,yes,telephone,may,mon,16,1,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
30,entrepreneur,married,professional.course,no,yes,yes,cellular,nov,thu,267,2,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
45,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,wed,112,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
30,entrepreneur,single,university.degree,no,yes,no,cellular,nov,thu,531,1,1,failure,-0.1,93.2,-42,4.076,5195.8
41,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,238,1,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
53,management,married,university.degree,no,yes,no,cellular,apr,fri,111,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
29,management,single,university.degree,no,no,yes,cellular,nov,tue,73,1,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
45,technician,married,university.degree,no,no,no,telephone,jun,thu,65,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
24,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,389,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
43,admin.,single,university.degree,no,no,yes,cellular,aug,thu,306,3,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
45,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,252,2,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
25,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,72,2,1,failure,-1.8,92.893,-46.2,1.25,5099.1
30,self-employed,single,university.degree,no,yes,yes,cellular,aug,wed,131,3,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
30,blue-collar,single,basic.6y,no,yes,no,telephone,may,fri,72,3,0,nonexistent,1.1,93.994,-36.4,4.864,5191
58,retired,married,basic.4y,no,no,no,cellular,jul,tue,114,1,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
34,admin.,single,high.school,no,yes,no,cellular,aug,tue,168,2,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6
43,technician,married,professional.course,no,yes,no,cellular,aug,wed,78,7,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
30,student,single,professional.course,no,no,no,cellular,sep,mon,162,2,2,failure,-1.1,94.199,-37.5,0.879,4963.6
33,admin.,single,university.degree,no,no,no,cellular,aug,wed,154,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
45,management,married,basic.9y,no,yes,no,telephone,jun,fri,37,4,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
28,services,married,high.school,no,no,yes,cellular,jul,fri,200,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
29,student,single,professional.course,no,no,no,cellular,jun,fri,95,2,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2
31,admin.,married,university.degree,no,yes,no,cellular,nov,thu,95,1,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
27,technician,single,university.degree,no,yes,no,cellular,sep,thu,530,1,1,success,-1.1,94.199,-37.5,0.879,4963.6
41,blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,432,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
29,services,single,high.school,no,yes,no,telephone,may,thu,430,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191
24,services,single,basic.9y,no,yes,yes,cellular,may,fri,68,4,1,failure,-1.8,92.893,-46.2,1.25,5099.1
34,admin.,single,university.degree,no,yes,no,cellular,apr,tue,145,1,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
58,management,married,university.degree,no,no,no,cellular,may,thu,289,1,4,success,-1.8,93.876,-40,0.683,5008.7
52,housemaid,married,basic.6y,no,yes,no,cellular,aug,tue,106,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
30,student,single,university.degree,no,no,no,cellular,nov,fri,585,4,1,failure,-0.1,93.2,-42,4.021,5195.8
39,admin.,married,university.degree,no,no,no,telephone,may,fri,208,2,0,nonexistent,1.1,93.994,-36.4,4.864,5191
39,entrepreneur,married,high.school,no,no,no,telephone,jun,mon,232,3,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
32,admin.,married,university.degree,no,yes,no,cellular,nov,wed,236,3,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6
36,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,55,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191
30,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,739,2,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1
34,blue-collar,married,high.school,no,yes,no,cellular,may,wed,133,1,1,failure,-1.8,92.893,-46.2,1.281,5099.1
34,admin.,single,high.school,no,no,no,telephone,may,wed,194,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191
